,time,row_384,column_384,rfu_value,replicate,sample_set,standard_conc,reporter,gRNA,target_DNA,target_DNA_input_concentration,target_DNA_input_DNA_molecules,hours,minutes,seconds,cas12a_timing,cas12a_minutes
6456,05:30:00,I,15,77.45,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,30,00,2hr,120
6458,05:30:00,K,15,76.016,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,30,00,3hr,180
6460,05:30:00,M,15,29406.629,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,05,30,00,3hr,180
6462,05:30:00,O,15,17.211,,,,r17U-TTATT-phos,,,,,05,30,00,,
6464,05:30:00,A,17,22.948,a,NANCI_UMP_standard,0.0390625,,,,,,05,30,00,NANCI_UMP_standard,0
6465,05:30:00,B,17,17.211,b,NANCI_UMP_standard,0.0390625,,,,,,05,30,00,NANCI_UMP_standard,0
6466,05:30:00,C,17,15.777000000000001,c,NANCI_UMP_standard,0.0390625,,,,,,05,30,00,NANCI_UMP_standard,0
6468,05:30:00,E,17,1338.164,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,30,00,30mins,30
6470,05:30:00,G,17,1778.4820000000002,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,30,00,1hr,60
6472,05:30:00,I,17,2782.4640000000004,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,30,00,2hr,120
6474,05:30:00,K,17,3175.4509999999996,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,30,00,3hr,180
6476,05:30:00,M,17,7542.773,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,05,30,00,3hr,180
6478,05:30:00,O,17,11.474,,,,r17U-TTATT-phos,,,,,05,30,00,,
6480,05:30:00,A,19,18.645,a,NANCI_UMP_standard,0.0195312,,,,,,05,30,00,NANCI_UMP_standard,0
6481,05:30:00,B,19,18.645,b,NANCI_UMP_standard,0.0195312,,,,,,05,30,00,NANCI_UMP_standard,0
6482,05:30:00,C,19,31.554000000000002,c,NANCI_UMP_standard,0.0195312,,,,,,05,30,00,NANCI_UMP_standard,0
6484,05:30:00,E,19,226.613,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,30,00,30mins,30
6486,05:30:00,G,19,279.681,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,30,00,1hr,60
6488,05:30:00,I,19,503.425,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,30,00,2hr,120
6490,05:30:00,K,19,598.086,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,30,00,3hr,180
6492,05:30:00,M,19,12812.243,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,05,30,00,3hr,180
6494,05:30:00,O,19,11.474,,,,r17U-TTATT-phos,,,,,05,30,00,,
6496,05:30:00,A,21,31.554000000000002,a,NANCI_UMP_standard,0.0097656,,,,,,05,30,00,NANCI_UMP_standard,0
6497,05:30:00,B,21,27.250999999999998,b,NANCI_UMP_standard,0.0097656,,,,,,05,30,00,NANCI_UMP_standard,0
6498,05:30:00,C,21,17.211,c,NANCI_UMP_standard,0.0097656,,,,,,05,30,00,NANCI_UMP_standard,0
6500,05:30:00,E,21,88.92399999999999,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,30,00,30mins,30
6502,05:30:00,G,21,100.398,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,30,00,1hr,60
6504,05:30:00,I,21,110.43799999999999,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,30,00,2hr,120
6506,05:30:00,K,21,117.609,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,30,00,3hr,180
6508,05:30:00,M,21,73.14699999999999,b,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,05,30,00,3hr,180
6510,05:30:00,O,21,12.908,,,,r17U-TTATT-phos,,,,,05,30,00,,
6512,05:30:00,A,23,18.645,a,NANCI_UMP_standard,0,,,,,,05,30,00,NANCI_UMP_standard,0
6513,05:30:00,B,23,24.381999999999998,b,NANCI_UMP_standard,0,,,,,,05,30,00,NANCI_UMP_standard,0
6514,05:30:00,C,23,10.04,c,NANCI_UMP_standard,0,,,,,,05,30,00,NANCI_UMP_standard,0
6516,05:30:00,E,23,65.976,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,30,00,30mins,30
6518,05:30:00,G,23,65.976,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,30,00,1hr,60
6520,05:30:00,I,23,80.319,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,30,00,2hr,120
6522,05:30:00,K,23,96.095,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,30,00,3hr,180
6524,05:30:00,M,23,58.805,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,05,30,00,3hr,180
6526,05:30:00,O,23,4.303,,,,r17U-TTATT-phos,,,,,05,30,00,,
6528,05:40:00,A,1,1461.525,a,NANCI_UMP_standard,10,,,,,,05,40,00,NANCI_UMP_standard,0
6529,05:40:00,B,1,1493.0479999999998,b,NANCI_UMP_standard,10,,,,,,05,40,00,NANCI_UMP_standard,0
6530,05:40:00,C,1,1431.435,c,NANCI_UMP_standard,10,,,,,,05,40,00,NANCI_UMP_standard,0
6532,05:40:00,E,1,1369.8210000000001,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,40,00,30mins,30
6534,05:40:00,G,1,1825.473,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,40,00,1hr,60
6536,05:40:00,I,1,2918.7509999999997,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,40,00,2hr,120
6538,05:40:00,K,1,3031.948,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,40,00,3hr,180
6540,05:40:00,M,1,26728.709,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,05,40,00,3hr,180
6542,05:40:00,O,1,30401.15,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,05,40,00,3hr,180
6544,05:40:00,A,3,792.3760000000001,a,NANCI_UMP_standard,5,,,,,,05,40,00,NANCI_UMP_standard,0
6545,05:40:00,B,3,755.1210000000001,b,NANCI_UMP_standard,5,,,,,,05,40,00,NANCI_UMP_standard,0
6546,05:40:00,C,3,759.42,c,NANCI_UMP_standard,5,,,,,,05,40,00,NANCI_UMP_standard,0
6548,05:40:00,E,3,202.03400000000002,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,40,00,30mins,30
6550,05:40:00,G,3,280.842,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,40,00,1hr,60
6552,05:40:00,I,3,481.44300000000004,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,40,00,2hr,120
6554,05:40:00,K,3,544.49,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,40,00,3hr,180
6556,05:40:00,M,3,24474.811,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,05,40,00,3hr,180
6558,05:40:00,O,3,27131.343999999997,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,05,40,00,3hr,180
6560,05:40:00,A,5,361.083,a,NANCI_UMP_standard,2.5,,,,,,05,40,00,NANCI_UMP_standard,0
6561,05:40:00,B,5,396.904,b,NANCI_UMP_standard,2.5,,,,,,05,40,00,NANCI_UMP_standard,0
6562,05:40:00,C,5,373.978,c,NANCI_UMP_standard,2.5,,,,,,05,40,00,NANCI_UMP_standard,0
6564,05:40:00,E,5,108.898,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,40,00,30mins,30
6566,05:40:00,G,5,91.704,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,40,00,1hr,60
6568,05:40:00,I,5,134.69,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,40,00,2hr,120
6570,05:40:00,K,5,161.914,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,40,00,3hr,180
6572,05:40:00,M,5,11675.003999999999,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,05,40,00,3hr,180
6574,05:40:00,O,5,13170.918,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,05,40,00,3hr,180
6576,05:40:00,A,7,206.333,a,NANCI_UMP_standard,1.25,,,,,,05,40,00,NANCI_UMP_standard,0
6577,05:40:00,B,7,196.303,b,NANCI_UMP_standard,1.25,,,,,,05,40,00,NANCI_UMP_standard,0
6578,05:40:00,C,7,210.632,c,NANCI_UMP_standard,1.25,,,,,,05,40,00,NANCI_UMP_standard,0
6580,05:40:00,E,7,63.04600000000001,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,40,00,30mins,30
6582,05:40:00,G,7,65.91199999999999,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,40,00,1hr,60
6584,05:40:00,I,7,85.97200000000001,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,40,00,2hr,120
6586,05:40:00,K,7,93.13600000000001,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,40,00,3hr,180
6588,05:40:00,M,7,12593.473,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,05,40,00,3hr,180
6590,05:40:00,O,7,13615.107,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,05,40,00,3hr,180
6592,05:40:00,A,9,107.465,a,NANCI_UMP_standard,0.625,,,,,,05,40,00,NANCI_UMP_standard,0
6593,05:40:00,B,9,100.301,b,NANCI_UMP_standard,0.625,,,,,,05,40,00,NANCI_UMP_standard,0
6594,05:40:00,C,9,120.361,c,NANCI_UMP_standard,0.625,,,,,,05,40,00,NANCI_UMP_standard,0
6596,05:40:00,E,9,1428.569,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,40,00,30mins,30
6598,05:40:00,G,9,1869.892,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,40,00,1hr,60
6600,05:40:00,I,9,2980.364,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,40,00,2hr,120
6602,05:40:00,K,9,3129.383,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,40,00,3hr,180
6604,05:40:00,M,9,65.91199999999999,a,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,05,40,00,3hr,180
6606,05:40:00,O,9,57.315,c,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,,,05,40,00,3hr,180
6608,05:40:00,A,11,51.583,a,NANCI_UMP_standard,0.3125,,,,,,05,40,00,NANCI_UMP_standard,0
6609,05:40:00,B,11,58.748000000000005,b,NANCI_UMP_standard,0.3125,,,,,,05,40,00,NANCI_UMP_standard,0
6610,05:40:00,C,11,77.375,c,NANCI_UMP_standard,0.3125,,,,,,05,40,00,NANCI_UMP_standard,0
6612,05:40:00,E,11,232.125,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,40,00,30mins,30
6614,05:40:00,G,11,313.798,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,40,00,1hr,60
6616,05:40:00,I,11,480.01099999999997,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,40,00,2hr,120
6618,05:40:00,K,11,603.237,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,40,00,3hr,180
6620,05:40:00,M,11,94.569,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,05,40,00,3hr,180
6622,05:40:00,O,11,97.435,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,,,05,40,00,3hr,180
6624,05:40:00,A,13,48.717,a,NANCI_UMP_standard,0.15625,,,,,,05,40,00,NANCI_UMP_standard,0
6625,05:40:00,B,13,40.12,b,NANCI_UMP_standard,0.15625,,,,,,05,40,00,NANCI_UMP_standard,0
6626,05:40:00,C,13,35.821999999999996,c,NANCI_UMP_standard,0.15625,,,,,,05,40,00,NANCI_UMP_standard,0
6628,05:40:00,E,13,97.435,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,40,00,30mins,30
6630,05:40:00,G,13,108.898,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,40,00,1hr,60
6632,05:40:00,I,13,136.122,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,40,00,2hr,120
6634,05:40:00,K,13,116.06200000000001,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,40,00,3hr,180
6636,05:40:00,M,13,26055.262000000002,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,05,40,00,3hr,180
6638,05:40:00,O,13,7.164,,,,r17U-TTATT-phos,,,,,05,40,00,,
6640,05:40:00,A,15,40.12,a,NANCI_UMP_standard,0.078125,,,,,,05,40,00,NANCI_UMP_standard,0
6641,05:40:00,B,15,24.359,b,NANCI_UMP_standard,0.078125,,,,,,05,40,00,NANCI_UMP_standard,0
6642,05:40:00,C,15,45.852,c,NANCI_UMP_standard,0.078125,,,,,,05,40,00,NANCI_UMP_standard,0
6644,05:40:00,E,15,84.539,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,40,00,30mins,30
6646,05:40:00,G,15,87.405,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,40,00,1hr,60
6648,05:40:00,I,15,70.211,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,40,00,2hr,120
6650,05:40:00,K,15,65.91199999999999,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,40,00,3hr,180
6652,05:40:00,M,15,27529.683999999997,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,05,40,00,3hr,180
6654,05:40:00,O,15,14.329,,,,r17U-TTATT-phos,,,,,05,40,00,,
6656,05:40:00,A,17,20.06,a,NANCI_UMP_standard,0.0390625,,,,,,05,40,00,NANCI_UMP_standard,0
6657,05:40:00,B,17,21.493000000000002,b,NANCI_UMP_standard,0.0390625,,,,,,05,40,00,NANCI_UMP_standard,0
6658,05:40:00,C,17,14.329,c,NANCI_UMP_standard,0.0390625,,,,,,05,40,00,NANCI_UMP_standard,0
6660,05:40:00,E,17,1311.0739999999998,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,40,00,30mins,30
6662,05:40:00,G,17,1785.3529999999998,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,40,00,1hr,60
6664,05:40:00,I,17,2559.101,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,40,00,2hr,120
6666,05:40:00,K,17,3010.454,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,40,00,3hr,180
6668,05:40:00,M,17,7082.664000000001,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,05,40,00,3hr,180
6670,05:40:00,O,17,11.463,,,,r17U-TTATT-phos,,,,,05,40,00,,
6672,05:40:00,A,19,34.389,a,NANCI_UMP_standard,0.0195312,,,,,,05,40,00,NANCI_UMP_standard,0
6673,05:40:00,B,19,21.493000000000002,b,NANCI_UMP_standard,0.0195312,,,,,,05,40,00,NANCI_UMP_standard,0
6674,05:40:00,C,19,27.224,c,NANCI_UMP_standard,0.0195312,,,,,,05,40,00,NANCI_UMP_standard,0
6676,05:40:00,E,19,232.125,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,40,00,30mins,30
6678,05:40:00,G,19,290.872,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,40,00,1hr,60
6680,05:40:00,I,19,465.68199999999996,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,40,00,2hr,120
6682,05:40:00,K,19,587.476,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,40,00,3hr,180
6684,05:40:00,M,19,12216.628999999999,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,05,40,00,3hr,180
6686,05:40:00,O,19,24.359,,,,r17U-TTATT-phos,,,,,05,40,00,,
6688,05:40:00,A,21,21.493000000000002,a,NANCI_UMP_standard,0.0097656,,,,,,05,40,00,NANCI_UMP_standard,0
6689,05:40:00,B,21,24.359,b,NANCI_UMP_standard,0.0097656,,,,,,05,40,00,NANCI_UMP_standard,0
6690,05:40:00,C,21,15.762,c,NANCI_UMP_standard,0.0097656,,,,,,05,40,00,NANCI_UMP_standard,0
6692,05:40:00,E,21,88.838,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,40,00,30mins,30
6694,05:40:00,G,21,97.435,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,40,00,1hr,60
6696,05:40:00,I,21,117.495,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,40,00,2hr,120
6698,05:40:00,K,21,147.585,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,40,00,3hr,180
6700,05:40:00,M,21,61.613,b,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,05,40,00,3hr,180
6702,05:40:00,O,21,4.2989999999999995,,,,r17U-TTATT-phos,,,,,05,40,00,,
6704,05:40:00,A,23,12.895999999999999,a,NANCI_UMP_standard,0,,,,,,05,40,00,NANCI_UMP_standard,0
6705,05:40:00,B,23,25.791999999999998,b,NANCI_UMP_standard,0,,,,,,05,40,00,NANCI_UMP_standard,0
6706,05:40:00,C,23,15.762,c,NANCI_UMP_standard,0,,,,,,05,40,00,NANCI_UMP_standard,0
6708,05:40:00,E,23,67.345,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,40,00,30mins,30
6710,05:40:00,G,23,84.539,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,40,00,1hr,60
6712,05:40:00,I,23,64.479,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,40,00,2hr,120
6714,05:40:00,K,23,51.583,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,40,00,3hr,180
6716,05:40:00,M,23,97.435,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,05,40,00,3hr,180
6718,05:40:00,O,23,15.762,,,,r17U-TTATT-phos,,,,,05,40,00,,
6720,05:50:00,A,1,1393.9489999999998,a,NANCI_UMP_standard,10,,,,,,05,50,00,NANCI_UMP_standard,0
6721,05:50:00,B,1,1442.558,b,NANCI_UMP_standard,10,,,,,,05,50,00,NANCI_UMP_standard,0
6722,05:50:00,C,1,1366.785,c,NANCI_UMP_standard,10,,,,,,05,50,00,NANCI_UMP_standard,0
6724,05:50:00,E,1,1349.628,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,50,00,30mins,30
6726,05:50:00,G,1,1782.825,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,50,00,1hr,60
6728,05:50:00,I,1,2925.147,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,50,00,2hr,120
6730,05:50:00,K,1,2923.718,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,05,50,00,3hr,180
6732,05:50:00,M,1,24747.951,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,05,50,00,3hr,180
6734,05:50:00,O,1,29258.625,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,05,50,00,3hr,180
6736,05:50:00,A,3,726.283,a,NANCI_UMP_standard,5,,,,,,05,50,00,NANCI_UMP_standard,0
6737,05:50:00,B,3,693.4,b,NANCI_UMP_standard,5,,,,,,05,50,00,NANCI_UMP_standard,0
6738,05:50:00,C,3,772.033,c,NANCI_UMP_standard,5,,,,,,05,50,00,NANCI_UMP_standard,0
6740,05:50:00,E,3,195.868,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,50,00,30mins,30
6742,05:50:00,G,3,280.219,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,50,00,1hr,60
6744,05:50:00,I,3,488.954,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,50,00,2hr,120
6746,05:50:00,K,3,593.322,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,05,50,00,3hr,180
6748,05:50:00,M,3,23279.656000000003,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,05,50,00,3hr,180
6750,05:50:00,O,3,25169.709,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,05,50,00,3hr,180
6752,05:50:00,A,5,361.712,a,NANCI_UMP_standard,2.5,,,,,,05,50,00,NANCI_UMP_standard,0
6753,05:50:00,B,5,403.173,b,NANCI_UMP_standard,2.5,,,,,,05,50,00,NANCI_UMP_standard,0
6754,05:50:00,C,5,373.149,c,NANCI_UMP_standard,2.5,,,,,,05,50,00,NANCI_UMP_standard,0
6756,05:50:00,E,5,94.36,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,50,00,30mins,30
6758,05:50:00,G,5,98.649,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,50,00,1hr,60
6760,05:50:00,I,5,114.375,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,50,00,2hr,120
6762,05:50:00,K,5,120.094,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,05,50,00,3hr,180
6764,05:50:00,M,5,11267.395,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,05,50,00,3hr,180
6766,05:50:00,O,5,12491.21,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,05,50,00,3hr,180
6768,05:50:00,A,7,198.727,a,NANCI_UMP_standard,1.25,,,,,,05,50,00,NANCI_UMP_standard,0
6769,05:50:00,B,7,204.446,b,NANCI_UMP_standard,1.25,,,,,,05,50,00,NANCI_UMP_standard,0
6770,05:50:00,C,7,184.43,c,NANCI_UMP_standard,1.25,,,,,,05,50,00,NANCI_UMP_standard,0
6772,05:50:00,E,7,81.492,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,50,00,30mins,30
6774,05:50:00,G,7,74.344,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,50,00,1hr,60
6776,05:50:00,I,7,78.633,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,50,00,2hr,120
6778,05:50:00,K,7,74.344,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,05,50,00,3hr,180
6780,05:50:00,M,7,11633.395,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,05,50,00,3hr,180
6782,05:50:00,O,7,12888.663999999999,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,05,50,00,3hr,180
6784,05:50:00,A,9,110.086,a,NANCI_UMP_standard,0.625,,,,,,05,50,00,NANCI_UMP_standard,0
